"diviner's delirium orb",delirium orb,"[]",p10,0,8
"diviner's delirium orb",delirium orb,"[]",p15,0,9.5
"diviner's delirium orb",delirium orb,"[]",p20,0,10
"diviner's delirium orb",delirium orb,"[]",p5,0,6.5
"diviner's delirium orb",delirium orb,"[]",p50,0,10
"diviner's delirium orb",delirium orb,"[]",p7,0,7.1
"diviner's delirium orb",delirium orb,"[]",totalQuantity,0,19
"diviner's delirium orb",delirium orb,"[]",totalValidListings,0,7
"armoursmith's delirium orb",delirium orb,"[]",p10,0,5.8
"armoursmith's delirium orb",delirium orb,"[]",p15,0,6.2
"armoursmith's delirium orb",delirium orb,"[]",p20,0,6.6
"armoursmith's delirium orb",delirium orb,"[]",p5,0,5.4
"armoursmith's delirium orb",delirium orb,"[]",p50,0,7
"armoursmith's delirium orb",delirium orb,"[]",p7,0,5.56
"armoursmith's delirium orb",delirium orb,"[]",totalQuantity,0,28
"armoursmith's delirium orb",delirium orb,"[]",totalValidListings,0,5
